Game,Team,Name,Points,Temp Points,Multiplier
SURVIVALGAMES,The Gooners,Kodakiin,177,66.0,1.0
SURVIVALGAMES,The Gooners,Samyntha,183,78.0,1.0
SURVIVALGAMES,The Gooners,TitaniumMuff,150,72.0,1.0
SURVIVALGAMES,MEOW,Total-,1880,1382.0,1.0
SURVIVALGAMES,MEOW,R41NY__,30,0.0,1.0
SURVIVALGAMES,MEOW,Angel505,69,42.0,1.0
SURVIVALGAMES,MEOW,earthside,1598,1214.0,1.0
SURVIVALGAMES,MEOW,GrayMan2003,183,126.0,1.0
BATTLEBOX,HighJackers,Total-,4685,2457.0,1.5
BATTLEBOX,HighJackers,iheartburgers,1098,625.5,1.5
BATTLEBOX,HighJackers,HIGHFLY100,922,580.5,1.5
BATTLEBOX,HighJackers,DrippinCauk,1662,715.5,1.5
BATTLEBOX,HighJackers,j_scotty_,1003,535.5,1.5
BATTLEBOX,WeAreNotCreative,Total-,2528,1206.0,1.5
BATTLEBOX,WeAreNotCreative,Mztt,1054,481.5,1.5
BATTLEBOX,WeAreNotCreative,Pancake_Manz,603,234.0,1.5
BATTLEBOX,WeAreNotCreative,Sir_TB,433,256.5,1.5
BATTLEBOX,WeAreNotCreative,_savannah,438,234.0,1.5
BATTLEBOX,bluntsmokers,Total-,3373,2646.0,1.5
BATTLEBOX,bluntsmokers,snailberry,639,549.0,1.5
BATTLEBOX,bluntsmokers,GoodGuySam,865,661.5,1.5
BATTLEBOX,bluntsmokers,Zombeescott,817,706.5,1.5
BATTLEBOX,bluntsmokers,maxsm_,1052,729.0,1.5
BATTLEBOX,mung,Total-,2062,1273.5,1.5
BATTLEBOX,mung,ripley2004,333,234.0,1.5
BATTLEBOX,mung,Mr_Diamond_2000,414,279.0,1.5
BATTLEBOX,mung,Lord_The_Kaizer,513,369.0,1.5
BATTLEBOX,mung,__PVP__,802,391.5,1.5
BATTLEBOX,Mulch Enjoyers,Total-,3679,1899.0,1.5
BATTLEBOX,Mulch Enjoyers,cardsandhuskers,1394,486.0,1.5
BATTLEBOX,Mulch Enjoyers,candleflint,685,463.5,1.5
BATTLEBOX,Mulch Enjoyers,Gink0_,651,373.5,1.5
BATTLEBOX,Mulch Enjoyers,Lord_Beaker,949,576.0,1.5
BATTLEBOX,Teal Team Six,Total-,2885,1462.5,1.5
BATTLEBOX,Teal Team Six,foxxytwelve,670,292.5,1.5
BATTLEBOX,Teal Team Six,Pope_Dog,1026,517.5,1.5
BATTLEBOX,Teal Team Six,Minearhero,562,292.5,1.5
BATTLEBOX,Teal Team Six,zanerator,627,360.0,1.5
BATTLEBOX,The Capybara Crew,Total-,2557,972.0,1.5
BATTLEBOX,The Capybara Crew,DJ_Slime1,513,220.5,1.5
BATTLEBOX,The Capybara Crew,bubbaheaton,789,355.5,1.5
BATTLEBOX,The Capybara Crew,F3V3X,641,198.0,1.5
BATTLEBOX,The Capybara Crew,SeasonPower,614,198.0,1.5
BATTLEBOX,The Gooners,Total-,1481,693.0,1.5
BATTLEBOX,The Gooners,jazzthomas,531,252.0,1.5
BATTLEBOX,The Gooners,Kodakiin,294,117.0,1.5
BATTLEBOX,The Gooners,Samyntha,367,184.5,1.5
BATTLEBOX,The Gooners,TitaniumMuff,289,139.5,1.5
BATTLEBOX,MEOW,Total-,3265,1386.0,1.5
BATTLEBOX,MEOW,R41NY__,376,346.5,1.5
BATTLEBOX,MEOW,Angel505,348,279.0,1.5
BATTLEBOX,MEOW,earthside,2124,526.5,1.5
BATTLEBOX,MEOW,GrayMan2003,417,234.0,1.5
DROPPER,HighJackers,Total-,6328,1644.0,1.5
DROPPER,HighJackers,iheartburgers,1449,351.0,1.5
DROPPER,HighJackers,HIGHFLY100,1250,328.5,1.5
DROPPER,HighJackers,DrippinCauk,2229,567.0,1.5
DROPPER,HighJackers,j_scotty_,1400,397.5,1.5
DROPPER,WeAreNotCreative,Total-,3602,1075.5,1.5
DROPPER,WeAreNotCreative,Mztt,1622,568.5,1.5
DROPPER,WeAreNotCreative,Pancake_Manz,741,138.0,1.5
DROPPER,WeAreNotCreative,Sir_TB,587,154.5,1.5
DROPPER,WeAreNotCreative,_savannah,652,214.5,1.5
DROPPER,bluntsmokers,Total-,4886,1515.0,1.5
DROPPER,bluntsmokers,snailberry,1024,385.5,1.5
DROPPER,bluntsmokers,GoodGuySam,1310,445.5,1.5
DROPPER,bluntsmokers,Zombeescott,1241,424.5,1.5
DROPPER,bluntsmokers,maxsm_,1311,259.5,1.5
DROPPER,mung,Total-,3617,1555.5,1.5
DROPPER,mung,ripley2004,591,258.0,1.5
DROPPER,mung,Mr_Diamond_2000,906,492.0,1.5
DROPPER,mung,Lord_The_Kaizer,919,406.5,1.5
DROPPER,mung,__PVP__,1201,399.0,1.5
DROPPER,Mulch Enjoyers,Total-,5059,1381.5,1.5
DROPPER,Mulch Enjoyers,cardsandhuskers,1767,373.5,1.5
DROPPER,Mulch Enjoyers,candleflint,953,268.5,1.5
DROPPER,Mulch Enjoyers,Gink0_,832,181.5,1.5
DROPPER,Mulch Enjoyers,Lord_Beaker,1507,558.0,1.5
DROPPER,Teal Team Six,Total-,3914,1030.5,1.5
DROPPER,Teal Team Six,foxxytwelve,1009,339.0,1.5
DROPPER,Teal Team Six,Pope_Dog,1303,277.5,1.5
DROPPER,Teal Team Six,Minearhero,878,316.5,1.5
DROPPER,Teal Team Six,zanerator,724,97.5,1.5
DROPPER,The Capybara Crew,Total-,4126,1569.0,1.5
DROPPER,The Capybara Crew,DJ_Slime1,816,303.0,1.5
DROPPER,The Capybara Crew,bubbaheaton,1167,378.0,1.5
DROPPER,The Capybara Crew,F3V3X,1097,456.0,1.5
DROPPER,The Capybara Crew,SeasonPower,1046,432.0,1.5
DROPPER,The Gooners,Total-,2265,784.5,1.5
DROPPER,The Gooners,jazzthomas,621,90.0,1.5
DROPPER,The Gooners,Kodakiin,318,24.0,1.5
DROPPER,The Gooners,Samyntha,898,531.0,1.5
DROPPER,The Gooners,TitaniumMuff,428,139.5,1.5
DROPPER,MEOW,Total-,4597,1333.5,1.5
DROPPER,MEOW,R41NY__,788,412.5,1.5
DROPPER,MEOW,Angel505,754,406.5,1.5
DROPPER,MEOW,earthside,2625,501.0,1.5
DROPPER,MEOW,GrayMan2003,430,13.5,1.5
TAG,HighJackers,Total-,9228,2900.0,2.0
TAG,HighJackers,iheartburgers,2199,750.0,2.0
TAG,HighJackers,HIGHFLY100,2038,788.0,2.0
TAG,HighJackers,DrippinCauk,3087,858.0,2.0
TAG,HighJackers,j_scotty_,1904,504.0,2.0
TAG,WeAreNotCreative,Total-,5588,1986.0,2.0
TAG,WeAreNotCreative,Mztt,2240,618.0,2.0
TAG,WeAreNotCreative,Pancake_Manz,1199,458.0,2.0
TAG,WeAreNotCreative,Sir_TB,965,378.0,2.0
TAG,WeAreNotCreative,_savannah,1184,532.0,2.0
TAG,bluntsmokers,Total-,7376,2490.0,2.0
TAG,bluntsmokers,snailberry,1668,644.0,2.0
TAG,bluntsmokers,GoodGuySam,1770,460.0,2.0
TAG,bluntsmokers,Zombeescott,1873,632.0,2.0
TAG,bluntsmokers,maxsm_,2065,754.0,2.0
TAG,mung,Total-,4835,1218.0,2.0
TAG,mung,ripley2004,767,176.0,2.0
TAG,mung,Mr_Diamond_2000,1172,266.0,2.0
TAG,mung,Lord_The_Kaizer,1277,358.0,2.0
TAG,mung,__PVP__,1619,418.0,2.0
TAG,Mulch Enjoyers,Total-,6965,1906.0,2.0
TAG,Mulch Enjoyers,cardsandhuskers,2331,564.0,2.0
TAG,Mulch Enjoyers,candleflint,1341,388.0,2.0
TAG,Mulch Enjoyers,Gink0_,1232,400.0,2.0
TAG,Mulch Enjoyers,Lord_Beaker,2061,554.0,2.0
TAG,Teal Team Six,Total-,5402,1488.0,2.0
TAG,Teal Team Six,foxxytwelve,1369,360.0,2.0
TAG,Teal Team Six,Pope_Dog,1741,438.0,2.0
TAG,Teal Team Six,Minearhero,1292,414.0,2.0
TAG,Teal Team Six,zanerator,1000,276.0,2.0
TAG,The Capybara Crew,Total-,5270,1144.0,2.0
TAG,The Capybara Crew,DJ_Slime1,1184,368.0,2.0
TAG,The Capybara Crew,bubbaheaton,1371,204.0,2.0
TAG,The Capybara Crew,F3V3X,1447,350.0,2.0
TAG,The Capybara Crew,SeasonPower,1268,222.0,2.0
TAG,The Gooners,Total-,3509,1244.0,2.0
TAG,The Gooners,jazzthomas,899,278.0,2.0
TAG,The Gooners,Kodakiin,592,274.0,2.0
TAG,The Gooners,Samyntha,1332,434.0,2.0
TAG,The Gooners,TitaniumMuff,686,258.0,2.0
TAG,MEOW,Total-,7173,2576.0,2.0
TAG,MEOW,R41NY__,1454,666.0,2.0
TAG,MEOW,Angel505,1282,528.0,2.0
TAG,MEOW,earthside,3507,882.0,2.0
TAG,MEOW,GrayMan2003,930,500.0,2.0
TNTRUN,HighJackers,Total-,10425,1197.0,2.0
TNTRUN,HighJackers,iheartburgers,2598,399.0,2.0
TNTRUN,HighJackers,HIGHFLY100,2318,280.0,2.0
TNTRUN,HighJackers,DrippinCauk,3549,462.0,2.0
TNTRUN,HighJackers,j_scotty_,1960,56.0,2.0
TNTRUN,WeAreNotCreative,Total-,7614,2026.0,2.0
TNTRUN,WeAreNotCreative,Mztt,3106,866.0,2.0
TNTRUN,WeAreNotCreative,Pancake_Manz,1890,691.0,2.0
TNTRUN,WeAreNotCreative,Sir_TB,1112,147.0,2.0
TNTRUN,WeAreNotCreative,_savannah,1506,322.0,2.0
TNTRUN,bluntsmokers,Total-,8811,1435.0,2.0
TNTRUN,bluntsmokers,snailberry,1906,238.0,2.0
TNTRUN,bluntsmokers,GoodGuySam,2071,301.0,2.0
TNTRUN,bluntsmokers,Zombeescott,2328,455.0,2.0
TNTRUN,bluntsmokers,maxsm_,2506,441.0,2.0
TNTRUN,mung,Total-,6230,1395.0,2.0
TNTRUN,mung,ripley2004,1096,329.0,2.0
TNTRUN,mung,Mr_Diamond_2000,1403,231.0,2.0
TNTRUN,mung,Lord_The_Kaizer,1557,280.0,2.0
TNTRUN,mung,__PVP__,2174,555.0,2.0
TNTRUN,Mulch Enjoyers,Total-,8571,1606.0,2.0
TNTRUN,Mulch Enjoyers,cardsandhuskers,2849,518.0,2.0
TNTRUN,Mulch Enjoyers,candleflint,1820,479.0,2.0
TNTRUN,Mulch Enjoyers,Gink0_,1337,105.0,2.0
TNTRUN,Mulch Enjoyers,Lord_Beaker,2565,504.0,2.0
TNTRUN,Teal Team Six,Total-,7092,1690.0,2.0
TNTRUN,Teal Team Six,foxxytwelve,1927,558.0,2.0
TNTRUN,Teal Team Six,Pope_Dog,2271,530.0,2.0
TNTRUN,Teal Team Six,Minearhero,1635,343.0,2.0
TNTRUN,Teal Team Six,zanerator,1259,259.0,2.0
TNTRUN,The Capybara Crew,Total-,6502,1232.0,2.0
TNTRUN,The Capybara Crew,DJ_Slime1,1499,315.0,2.0
TNTRUN,The Capybara Crew,bubbaheaton,1833,462.0,2.0
TNTRUN,The Capybara Crew,F3V3X,1601,154.0,2.0
TNTRUN,The Capybara Crew,SeasonPower,1569,301.0,2.0
TNTRUN,The Gooners,Total-,4961,1452.0,2.0
TNTRUN,The Gooners,jazzthomas,1546,647.0,2.0
TNTRUN,The Gooners,Kodakiin,823,231.0,2.0
TNTRUN,The Gooners,Samyntha,1815,483.0,2.0
TNTRUN,The Gooners,TitaniumMuff,777,91.0,2.0
TNTRUN,MEOW,Total-,8547,1374.0,2.0
TNTRUN,MEOW,R41NY__,1776,322.0,2.0
TNTRUN,MEOW,Angel505,1436,154.0,2.0
TNTRUN,MEOW,earthside,4279,772.0,2.0
TNTRUN,MEOW,GrayMan2003,1056,126.0,2.0
BUILDBATTLE,HighJackers,Total-,12485,2060.0,2.5
BUILDBATTLE,HighJackers,iheartburgers,3113,515.0,2.5
BUILDBATTLE,HighJackers,HIGHFLY100,2833,515.0,2.5
BUILDBATTLE,HighJackers,DrippinCauk,4064,515.0,2.5
BUILDBATTLE,HighJackers,j_scotty_,2475,515.0,2.5
BUILDBATTLE,WeAreNotCreative,Total-,9622,2010.0,2.5
BUILDBATTLE,WeAreNotCreative,Mztt,3608,502.5,2.5
BUILDBATTLE,WeAreNotCreative,Pancake_Manz,2392,502.5,2.5
BUILDBATTLE,WeAreNotCreative,Sir_TB,1614,502.5,2.5
BUILDBATTLE,WeAreNotCreative,_savannah,2008,502.5,2.5
BUILDBATTLE,bluntsmokers,Total-,10819,2010.0,2.5
BUILDBATTLE,bluntsmokers,snailberry,2408,502.5,2.5
BUILDBATTLE,bluntsmokers,GoodGuySam,2573,502.5,2.5
BUILDBATTLE,bluntsmokers,Zombeescott,2830,502.5,2.5
BUILDBATTLE,bluntsmokers,maxsm_,3008,502.5,2.5
BUILDBATTLE,mung,Total-,7714,1485.0,2.5
BUILDBATTLE,mung,ripley2004,1467,371.25,2.5
BUILDBATTLE,mung,Mr_Diamond_2000,1774,371.25,2.5
BUILDBATTLE,mung,Lord_The_Kaizer,1928,371.25,2.5
BUILDBATTLE,mung,__PVP__,2545,371.25,2.5
BUILDBATTLE,Mulch Enjoyers,Total-,10503,1935.0,2.5
BUILDBATTLE,Mulch Enjoyers,cardsandhuskers,3332,483.75,2.5
BUILDBATTLE,Mulch Enjoyers,candleflint,2303,483.75,2.5
BUILDBATTLE,Mulch Enjoyers,Gink0_,1820,483.75,2.5
BUILDBATTLE,Mulch Enjoyers,Lord_Beaker,3048,483.75,2.5
BUILDBATTLE,Teal Team Six,Total-,8852,1760.0,2.5
BUILDBATTLE,Teal Team Six,foxxytwelve,2367,440.0,2.5
BUILDBATTLE,Teal Team Six,Pope_Dog,2711,440.0,2.5
BUILDBATTLE,Teal Team Six,Minearhero,2075,440.0,2.5
BUILDBATTLE,Teal Team Six,zanerator,1699,440.0,2.5
BUILDBATTLE,The Capybara Crew,Total-,7986,1485.0,2.5
BUILDBATTLE,The Capybara Crew,DJ_Slime1,1870,371.25,2.5
BUILDBATTLE,The Capybara Crew,bubbaheaton,2204,371.25,2.5
BUILDBATTLE,The Capybara Crew,F3V3X,1972,371.25,2.5
BUILDBATTLE,The Capybara Crew,SeasonPower,1940,371.25,2.5
BUILDBATTLE,The Gooners,Total-,6693,1735.0,2.5
BUILDBATTLE,The Gooners,jazzthomas,1979,433.75,2.5
BUILDBATTLE,The Gooners,Kodakiin,1256,433.75,2.5
BUILDBATTLE,The Gooners,Samyntha,2248,433.75,2.5
BUILDBATTLE,The Gooners,TitaniumMuff,1210,433.75,2.5
BUILDBATTLE,MEOW,Total-,10355,1810.0,2.5
BUILDBATTLE,MEOW,R41NY__,2228,452.5,2.5
BUILDBATTLE,MEOW,Angel505,1888,452.5,2.5
BUILDBATTLE,MEOW,earthside,4731,452.5,2.5
BUILDBATTLE,MEOW,GrayMan2003,1508,452.5,2.5
PARKOUR,HighJackers,Total-,14607,2123.75,2.5
PARKOUR,HighJackers,iheartburgers,3704,591.25,2.5
PARKOUR,HighJackers,HIGHFLY100,3276,443.75,2.5
PARKOUR,HighJackers,DrippinCauk,4964,900.0,2.5
PARKOUR,HighJackers,j_scotty_,2663,188.75,2.5
PARKOUR,WeAreNotCreative,Total-,11897,2276.25,2.5
PARKOUR,WeAreNotCreative,Mztt,4708,1100.0,2.5
PARKOUR,WeAreNotCreative,Pancake_Manz,3264,872.5,2.5
PARKOUR,WeAreNotCreative,Sir_TB,1742,128.75,2.5
PARKOUR,WeAreNotCreative,_savannah,2183,175.0,2.5
PARKOUR,bluntsmokers,Total-,12832,2015.0,2.5
PARKOUR,bluntsmokers,snailberry,2780,372.5,2.5
PARKOUR,bluntsmokers,GoodGuySam,3466,893.75,2.5
PARKOUR,bluntsmokers,Zombeescott,3030,200.0,2.5
PARKOUR,bluntsmokers,maxsm_,3556,548.75,2.5
PARKOUR,mung,Total-,9826,2112.5,2.5
PARKOUR,mung,ripley2004,1927,460.0,2.5
PARKOUR,mung,Mr_Diamond_2000,2414,640.0,2.5
PARKOUR,mung,Lord_The_Kaizer,2339,411.25,2.5
PARKOUR,mung,__PVP__,3146,601.25,2.5
PARKOUR,Mulch Enjoyers,Total-,13389,2887.5,2.5
PARKOUR,Mulch Enjoyers,cardsandhuskers,4214,882.5,2.5
PARKOUR,Mulch Enjoyers,candleflint,2913,610.0,2.5
PARKOUR,Mulch Enjoyers,Gink0_,2103,283.75,2.5
PARKOUR,Mulch Enjoyers,Lord_Beaker,4159,1111.25,2.5
PARKOUR,Teal Team Six,Total-,9969,1117.5,2.5
PARKOUR,Teal Team Six,foxxytwelve,2677,310.0,2.5
PARKOUR,Teal Team Six,Pope_Dog,3311,600.0,2.5
PARKOUR,Teal Team Six,Minearhero,2151,76.25,2.5
PARKOUR,Teal Team Six,zanerator,1830,131.25,2.5
PARKOUR,The Capybara Crew,Total-,9263,1278.75,2.5
PARKOUR,The Capybara Crew,DJ_Slime1,2336,466.25,2.5
PARKOUR,The Capybara Crew,bubbaheaton,2545,341.25,2.5
PARKOUR,The Capybara Crew,F3V3X,2214,242.5,2.5
PARKOUR,The Capybara Crew,SeasonPower,2168,228.75,2.5
PARKOUR,The Gooners,Total-,8528,1837.5,2.5
PARKOUR,The Gooners,jazzthomas,2536,557.5,2.5
PARKOUR,The Gooners,Kodakiin,1334,78.75,2.5
PARKOUR,The Gooners,Samyntha,3421,1173.75,2.5
PARKOUR,The Gooners,TitaniumMuff,1237,27.5,2.5
PARKOUR,MEOW,Total-,12769,2416.25,2.5
PARKOUR,MEOW,R41NY__,3065,837.5,2.5
PARKOUR,MEOW,Angel505,2280,392.5,2.5
PARKOUR,MEOW,earthside,5914,1183.75,2.5
PARKOUR,MEOW,GrayMan2003,1510,2.5,2.5
