Game,Team,Name,Points,Temp Points,Multiplier
DROPPER,balllickers,Total-,3520,1508.25,1.5
DROPPER,balllickers,dripN_,881,460.5,1.5
DROPPER,balllickers,Cxxdii,934,338.25,1.5
DROPPER,balllickers,Pebbleleaf,939,323.25,1.5
DROPPER,balllickers,SeasonPower,766,386.25,1.5
DROPPER,rawr,Total-,2527,700.5,1.5
DROPPER,rawr,earthside,1683,464.25,1.5
DROPPER,rawr,DeepThrt,336,71.25,1.5
DROPPER,rawr,TYLERISCLANCY,508,165,1.5
DROPPER,team,Total-,3028,1447.5,1.5
DROPPER,team,YellowMandy,1138,421.5,1.5
DROPPER,team,LittleBubble64,523,336,1.5
DROPPER,team,Ryan_7777,1039,408.75,1.5
DROPPER,team,Lightbulb1622,328,281.25,1.5
DROPPER,teal team 5,Total-,3565,1303.5,1.5
DROPPER,teal team 5,Pope_Dog,1242,429,1.5
DROPPER,teal team 5,Minearhero,745,251.25,1.5
DROPPER,teal team 5,j_scotty_,490,192,1.5
DROPPER,teal team 5,cardsandhuskers,1088,431.25,1.5
DROPPER,losers queue,Total-,3484,1201.5,1.5
DROPPER,losers queue,0_0shiro,1059,336.75,1.5
DROPPER,losers queue,_Deoxys,1399,363,1.5
DROPPER,losers queue,Lord_The_Kaizer,731,355.5,1.5
DROPPER,losers queue,GrayMan2003,295,146.25,1.5
DROPPER,Not It,Total-,2326,906,1.5
DROPPER,Not It,HIGHFLY100,559,280.5,1.5
DROPPER,Not It,Zombeescott,508,282.75,1.5
DROPPER,Not It,distractedm1nd,436,104.25,1.5
DROPPER,Not It,maxsm_,823,238.5,1.5
DROPPER,snail fans,Total-,3434,1482.75,1.5
DROPPER,snail fans,snailberry,823,448.5,1.5
DROPPER,snail fans,2Smokey,890,376.5,1.5
DROPPER,snail fans,ShutdownSoCool,832,310.5,1.5
DROPPER,snail fans,LegacyMrDen,889,347.25,1.5
BATTLEBOX,Team Epic,Total-,6592,1394,2
BATTLEBOX,Team Epic,iheartburgers,1672,338,2
BATTLEBOX,Team Epic,MoMo0976,1660,380,2
BATTLEBOX,Team Epic,Samyntha,1753,380,2
BATTLEBOX,Team Epic,Mr_Diamond_2000,1507,296,2
BATTLEBOX,balllickers,Total-,7214,3086,2
BATTLEBOX,balllickers,dripN_,2151,1118,2
BATTLEBOX,balllickers,Cxxdii,1868,782,2
BATTLEBOX,balllickers,Pebbleleaf,1705,614,2
BATTLEBOX,balllickers,SeasonPower,1490,572,2
BATTLEBOX,rawr,Total-,4945,756,2
BATTLEBOX,rawr,earthside,2545,308,2
BATTLEBOX,rawr,DeepThrt,1030,140,2
BATTLEBOX,rawr,TYLERISCLANCY,1370,308,2
BATTLEBOX,team,Total-,6324,2960,2
BATTLEBOX,team,YellowMandy,2284,1034,2
BATTLEBOX,team,LittleBubble64,1291,656,2
BATTLEBOX,team,Ryan_7777,1765,614,2
BATTLEBOX,team,Lightbulb1622,984,656,2
BATTLEBOX,teal team 5,Total-,6405,2456,2
BATTLEBOX,teal team 5,Pope_Dog,2036,698,2
BATTLEBOX,teal team 5,Minearhero,1371,530,2
BATTLEBOX,teal team 5,j_scotty_,1116,530,2
BATTLEBOX,teal team 5,cardsandhuskers,1882,698,2
BATTLEBOX,losers queue,Total-,7514,3510,2
BATTLEBOX,losers queue,0_0shiro,2329,1140,2
BATTLEBOX,losers queue,_Deoxys,2417,888,2
BATTLEBOX,losers queue,Lord_The_Kaizer,1707,846,2
BATTLEBOX,losers queue,GrayMan2003,1061,636,2
BATTLEBOX,Not It,Total-,3138,676,2
BATTLEBOX,Not It,HIGHFLY100,741,148,2
BATTLEBOX,Not It,Zombeescott,732,190,2
BATTLEBOX,Not It,distractedm1nd,618,148,2
BATTLEBOX,Not It,maxsm_,1047,190,2
BATTLEBOX,snail fans,Total-,5314,1184,2
BATTLEBOX,snail fans,snailberry,1251,254,2
BATTLEBOX,snail fans,2Smokey,1318,254,2
BATTLEBOX,snail fans,ShutdownSoCool,1302,296,2
BATTLEBOX,snail fans,LegacyMrDen,1443,380,2
PARKOUR,Team Epic,Total-,8919,2327,2
PARKOUR,Team Epic,iheartburgers,2102,430,2
PARKOUR,Team Epic,MoMo0976,1988,328,2
PARKOUR,Team Epic,Samyntha,2677,924,2
PARKOUR,Team Epic,Mr_Diamond_2000,2152,645,2
PARKOUR,balllickers,Total-,9905,2691,2
PARKOUR,balllickers,dripN_,2981,830,2
PARKOUR,balllickers,Cxxdii,2621,753,2
PARKOUR,balllickers,Pebbleleaf,2544,839,2
PARKOUR,balllickers,SeasonPower,1759,269,2
PARKOUR,rawr,Total-,6420,1475,2
PARKOUR,rawr,earthside,3620,1075,2
PARKOUR,rawr,DeepThrt,1153,123,2
PARKOUR,rawr,TYLERISCLANCY,1647,277,2
PARKOUR,team,Total-,8350,2026,2
PARKOUR,team,YellowMandy,3052,768,2
PARKOUR,team,LittleBubble64,1379,88,2
PARKOUR,team,Ryan_7777,2558,793,2
PARKOUR,team,Lightbulb1622,1361,377,2
PARKOUR,teal team 5,Total-,7880,1475,2
PARKOUR,teal team 5,Pope_Dog,2854,818,2
PARKOUR,teal team 5,Minearhero,1583,212,2
PARKOUR,teal team 5,j_scotty_,1298,182,2
PARKOUR,teal team 5,cardsandhuskers,2145,263,2
PARKOUR,losers queue,Total-,9561,2047,2
PARKOUR,losers queue,0_0shiro,3215,886,2
PARKOUR,losers queue,_Deoxys,3076,659,2
PARKOUR,losers queue,Lord_The_Kaizer,2199,492,2
PARKOUR,losers queue,GrayMan2003,1071,10,2
PARKOUR,Not It,Total-,4437,1299,2
PARKOUR,Not It,HIGHFLY100,1128,387,2
PARKOUR,Not It,Zombeescott,1354,622,2
PARKOUR,Not It,distractedm1nd,691,73,2
PARKOUR,Not It,maxsm_,1264,217,2
PARKOUR,snail fans,Total-,7583,2269,2
PARKOUR,snail fans,snailberry,1854,603,2
PARKOUR,snail fans,2Smokey,1820,502,2
PARKOUR,snail fans,ShutdownSoCool,1959,657,2
PARKOUR,snail fans,LegacyMrDen,1950,507,2
BINGO,Team Epic,Total-,11071,2152.5,2.5
BINGO,Team Epic,iheartburgers,2832,730,2.5
BINGO,Team Epic,MoMo0976,2475,487.5,2.5
BINGO,Team Epic,Samyntha,3307,630,2.5
BINGO,Team Epic,Mr_Diamond_2000,2457,305,2.5
BINGO,balllickers,Total-,12886,2982.5,2.5
BINGO,balllickers,dripN_,4281,1300,2.5
BINGO,balllickers,Cxxdii,3533,912.5,2.5
BINGO,balllickers,Pebbleleaf,3111,567.5,2.5
BINGO,balllickers,SeasonPower,1961,202.5,2.5
BINGO,rawr,Total-,7922,1502.5,2.5
BINGO,rawr,earthside,4635,1015,2.5
BINGO,rawr,DeepThrt,1315,162.5,2.5
BINGO,rawr,TYLERISCLANCY,1972,325,2.5
BINGO,team,Total-,10824,2475,2.5
BINGO,team,YellowMandy,3822,770,2.5
BINGO,team,LittleBubble64,1561,182.5,2.5
BINGO,team,Ryan_7777,3653,1095,2.5
BINGO,team,Lightbulb1622,1788,427.5,2.5
BINGO,teal team 5,Total-,10114,2235,2.5
BINGO,teal team 5,Pope_Dog,3726,872.5,2.5
BINGO,teal team 5,Minearhero,2498,915,2.5
BINGO,teal team 5,j_scotty_,1298,0,2.5
BINGO,teal team 5,cardsandhuskers,2592,447.5,2.5
BINGO,losers queue,Total-,11330,1770,2.5
BINGO,losers queue,0_0shiro,3642,427.5,2.5
BINGO,losers queue,_Deoxys,3748,672.5,2.5
BINGO,losers queue,Lord_The_Kaizer,2869,670,2.5
BINGO,losers queue,GrayMan2003,1071,0,2.5
BINGO,Not It,Total-,5999,1562.5,2.5
BINGO,Not It,HIGHFLY100,2000,872.5,2.5
BINGO,Not It,Zombeescott,1354,0,2.5
BINGO,Not It,distractedm1nd,1036,345,2.5
BINGO,Not It,maxsm_,1609,345,2.5
BINGO,snail fans,Total-,9674,2092.5,2.5
BINGO,snail fans,snailberry,2666,812.5,2.5
BINGO,snail fans,2Smokey,2470,650,2.5
BINGO,snail fans,ShutdownSoCool,2161,202.5,2.5
BINGO,snail fans,LegacyMrDen,2377,427.5,2.5
TGTTOS,Team Epic,Total-,13531,2460,2.5
TGTTOS,Team Epic,iheartburgers,3507,675,2.5
TGTTOS,Team Epic,MoMo0976,3050,575,2.5
TGTTOS,Team Epic,Samyntha,3897,590,2.5
TGTTOS,Team Epic,Mr_Diamond_2000,3077,620,2.5
TGTTOS,balllickers,Total-,15093,2207.5,2.5
TGTTOS,balllickers,dripN_,5018,737.5,2.5
TGTTOS,balllickers,Cxxdii,4203,670,2.5
TGTTOS,balllickers,Pebbleleaf,3576,465,2.5
TGTTOS,balllickers,SeasonPower,2296,335,2.5
TGTTOS,rawr,Total-,9311,1390,2.5
TGTTOS,rawr,earthside,5465,830,2.5
TGTTOS,rawr,DeepThrt,1422,107.5,2.5
TGTTOS,rawr,TYLERISCLANCY,2424,452.5,2.5
TGTTOS,team,Total-,12578,1755,2.5
TGTTOS,team,YellowMandy,4432,610,2.5
TGTTOS,team,LittleBubble64,1813,252.5,2.5
TGTTOS,team,Ryan_7777,4178,525,2.5
TGTTOS,team,Lightbulb1622,2155,367.5,2.5
TGTTOS,teal team 5,Total-,12186,2072.5,2.5
TGTTOS,teal team 5,Pope_Dog,4391,665,2.5
TGTTOS,teal team 5,Minearhero,2920,422.5,2.5
TGTTOS,teal team 5,j_scotty_,1663,365,2.5
TGTTOS,teal team 5,cardsandhuskers,3212,620,2.5
TGTTOS,losers queue,Total-,13507,2177.5,2.5
TGTTOS,losers queue,0_0shiro,4487,845,2.5
TGTTOS,losers queue,_Deoxys,4493,745,2.5
TGTTOS,losers queue,Lord_The_Kaizer,3356,487.5,2.5
TGTTOS,losers queue,GrayMan2003,1171,100,2.5
TGTTOS,Not It,Total-,7916,1917.5,2.5
TGTTOS,Not It,HIGHFLY100,2640,640,2.5
TGTTOS,Not It,Zombeescott,1969,615,2.5
TGTTOS,Not It,distractedm1nd,1346,310,2.5
TGTTOS,Not It,maxsm_,1961,352.5,2.5
TGTTOS,snail fans,Total-,11566,1892.5,2.5
TGTTOS,snail fans,snailberry,2968,302.5,2.5
TGTTOS,snail fans,2Smokey,3005,535,2.5
TGTTOS,snail fans,ShutdownSoCool,2566,405,2.5
TGTTOS,snail fans,LegacyMrDen,3027,650,2.5
