Game,Team,Name,Points,Temp Points,Multiplier
TNTRUN,PoopyNuts,iheartburgers,1448,308,2.0
TNTRUN,PoopyNuts,TreeGameDev,1573,504,2.0
TNTRUN,PoopyNuts,candleflint,2069,568,2.0
TNTRUN,coolest ppl here,Total-,4088,1218,2.0
TNTRUN,coolest ppl here,_savannah,762,196,2.0
TNTRUN,coolest ppl here,1Smokey,1868,490,2.0
TNTRUN,coolest ppl here,Pancake_Manz,1458,532,2.0
TNTRUN,loners with boners,Total-,3489,588,2.0
TNTRUN,loners with boners,dhaan007,1510,336,2.0
TNTRUN,loners with boners,MemelordMo,999,56,2.0
TNTRUN,loners with boners,computerz4,980,196,2.0
TNTRUN,Haha funni,Total-,2719,966,2.0
TNTRUN,Haha funni,LinkMaster12,956,546,2.0
TNTRUN,Haha funni,Dellphoenix,750,126,2.0
TNTRUN,Haha funni,Mr_Diamond_2000,1013,294,2.0
TNTRUN,Dig Bick Boys,Total-,4146,1374,2.0
TNTRUN,Dig Bick Boys,cardsandhuskers,1900,462,2.0
TNTRUN,Dig Bick Boys,HIGHFLY100,1905,786,2.0
TNTRUN,Dig Bick Boys,GrayMan2003,341,126,2.0
BINGO,Teal Team Six,Total-,8856,1060,2.0
BINGO,Teal Team Six,Minearhero,2294,380,2.0
BINGO,Teal Team Six,foxxytwelve,2978,40,2.0
BINGO,Teal Team Six,Pope_Dog,3584,640,2.0
BINGO,Team,Total-,6694,800,2.0
BINGO,Team,Ryan_7777,2425,280,2.0
BINGO,Team,LittleBubble64,1355,0,2.0
BINGO,Team,YellowMandy,2914,520,2.0
BINGO,gasstationsushi,Total-,6896,740,2.0
BINGO,gasstationsushi,Gink0_,1777,120,2.0
BINGO,gasstationsushi,Zombeescott,2066,220,2.0
BINGO,gasstationsushi,Lord_Beaker,3053,400,2.0
BINGO,PoopyNuts,Total-,5930,840,2.0
BINGO,PoopyNuts,iheartburgers,1768,320,2.0
BINGO,PoopyNuts,TreeGameDev,2093,520,2.0
BINGO,PoopyNuts,candleflint,2069,0,2.0
BINGO,coolest ppl here,Total-,4528,440,2.0
BINGO,coolest ppl here,_savannah,862,100,2.0
BINGO,coolest ppl here,1Smokey,2108,240,2.0
BINGO,coolest ppl here,Pancake_Manz,1558,100,2.0
BINGO,loners with boners,Total-,4109,620,2.0
BINGO,loners with boners,dhaan007,1670,160,2.0
BINGO,loners with boners,MemelordMo,1459,460,2.0
BINGO,loners with boners,computerz4,980,0,2.0
BINGO,Haha funni,Total-,3099,380,2.0
BINGO,Haha funni,LinkMaster12,996,40,2.0
BINGO,Haha funni,Dellphoenix,990,240,2.0
BINGO,Haha funni,Mr_Diamond_2000,1113,100,2.0
BINGO,Dig Bick Boys,Total-,5086,940,2.0
BINGO,Dig Bick Boys,cardsandhuskers,2080,180,2.0
BINGO,Dig Bick Boys,HIGHFLY100,2625,720,2.0
BINGO,Dig Bick Boys,GrayMan2003,381,40,2.0
BUILDBATTLE,Teal Team Six,Total-,11166,2310,2.5
BUILDBATTLE,Teal Team Six,Minearhero,3064,770,2.5
BUILDBATTLE,Teal Team Six,foxxytwelve,3748,770,2.5
BUILDBATTLE,Teal Team Six,Pope_Dog,4354,770,2.5
BUILDBATTLE,Team,Total-,9142,2448,2.5
BUILDBATTLE,Team,Ryan_7777,3241,816,2.5
BUILDBATTLE,Team,LittleBubble64,2171,816,2.5
BUILDBATTLE,Team,YellowMandy,3730,816,2.5
BUILDBATTLE,gasstationsushi,Total-,9296,2400,2.5
BUILDBATTLE,gasstationsushi,Gink0_,2577,800,2.5
BUILDBATTLE,gasstationsushi,Zombeescott,2866,800,2.5
BUILDBATTLE,gasstationsushi,Lord_Beaker,3853,800,2.5
BUILDBATTLE,PoopyNuts,Total-,8054,2124,2.5
BUILDBATTLE,PoopyNuts,iheartburgers,2476,708,2.5
BUILDBATTLE,PoopyNuts,TreeGameDev,2801,708,2.5
BUILDBATTLE,PoopyNuts,candleflint,2777,708,2.5
BUILDBATTLE,coolest ppl here,Total-,6378,1850,2.5
BUILDBATTLE,coolest ppl here,_savannah,1479,617,2.5
BUILDBATTLE,coolest ppl here,1Smokey,2724,616,2.5
BUILDBATTLE,coolest ppl here,Pancake_Manz,2175,617,2.5
BUILDBATTLE,loners with boners,Total-,6116,2007,2.5
BUILDBATTLE,loners with boners,dhaan007,2339,669,2.5
BUILDBATTLE,loners with boners,MemelordMo,2128,669,2.5
BUILDBATTLE,loners with boners,computerz4,1649,669,2.5
BUILDBATTLE,Haha funni,Total-,5049,1950,2.5
BUILDBATTLE,Haha funni,LinkMaster12,1646,650,2.5
BUILDBATTLE,Haha funni,Dellphoenix,1640,650,2.5
BUILDBATTLE,Haha funni,Mr_Diamond_2000,1763,650,2.5
BUILDBATTLE,Dig Bick Boys,Total-,7291,2205,2.5
BUILDBATTLE,Dig Bick Boys,cardsandhuskers,2815,735,2.5
BUILDBATTLE,Dig Bick Boys,HIGHFLY100,3360,735,2.5
BUILDBATTLE,Dig Bick Boys,GrayMan2003,1116,735,2.5
DROPPER,Teal Team Six,Total-,12942,1461,2.5
DROPPER,Teal Team Six,Minearhero,3691,522,2.5
DROPPER,Teal Team Six,foxxytwelve,4276,423,2.5
DROPPER,Teal Team Six,Pope_Dog,4975,516,2.5
DROPPER,Team,Total-,11229,2087,2.5
DROPPER,Team,Ryan_7777,4109,868,2.5
DROPPER,Team,LittleBubble64,2616,445,2.5
DROPPER,Team,YellowMandy,4504,774,2.5
DROPPER,gasstationsushi,Total-,11590,2294,2.5
DROPPER,gasstationsushi,Gink0_,3260,683,2.5
DROPPER,gasstationsushi,Zombeescott,3568,702,2.5
DROPPER,gasstationsushi,Lord_Beaker,4762,909,2.5
DROPPER,PoopyNuts,Total-,9915,1861,2.5
DROPPER,PoopyNuts,iheartburgers,3316,840,2.5
DROPPER,PoopyNuts,TreeGameDev,3215,414,2.5
DROPPER,PoopyNuts,candleflint,3384,607,2.5
DROPPER,coolest ppl here,Total-,6887,509,2.5
DROPPER,coolest ppl here,_savannah,2084,297,2.5
DROPPER,coolest ppl here,1Smokey,2108,0,2.5
DROPPER,coolest ppl here,Pancake_Manz,2695,212,2.5
DROPPER,loners with boners,Total-,6399,283,2.5
DROPPER,loners with boners,dhaan007,2944,0,2.5
DROPPER,loners with boners,MemelordMo,1459,0,2.5
DROPPER,loners with boners,computerz4,1996,283,2.5
DROPPER,Haha funni,Total-,5958,909,2.5
DROPPER,Haha funni,LinkMaster12,1851,205,2.5
DROPPER,Haha funni,Dellphoenix,2157,517,2.5
DROPPER,Haha funni,Mr_Diamond_2000,1950,187,2.5
DROPPER,Dig Bick Boys,Total-,9152,1441,2.5
DROPPER,Dig Bick Boys,cardsandhuskers,3632,677,2.5
DROPPER,Dig Bick Boys,HIGHFLY100,4227,727,2.5
DROPPER,Dig Bick Boys,GrayMan2003,1293,37,2.5
