Game,Team,Name,Points,Temp Points,Multiplier
BINGO,amesame,snailberry,656,256.5,1.5
BINGO,amesame,ShutdownSoCool,325,0.0,1.5
BINGO,zynners,Total-,1078,243.0,1.5
BINGO,zynners,j_scotty_,404,67.5,1.5
BINGO,zynners,Zombeescott,674,175.5,1.5
BINGO,DOOR,Total-,1850,796.5,1.5
BINGO,DOOR,Samyntha,577,256.5,1.5
BINGO,DOOR,cardsandhuskers,1273,540.0,1.5
BINGO,wah,Total-,866,526.5,1.5
BINGO,wah,_AzureX,480,297.0,1.5
BINGO,wah,Horntalo,265,108.0,1.5
BINGO,wah,purploo,121,121.5,1.5
BINGO,woofwoofbarkbark,Total-,3025,1080.0,1.5
BINGO,woofwoofbarkbark,earthside,2010,823.5,1.5
BINGO,woofwoofbarkbark,R41NY__,1015,256.5,1.5
BINGO,bleh,Total-,1176,540.0,1.5
BINGO,bleh,Caffeinated_Lady,569,324.0,1.5
BINGO,bleh,Mr_Diamond_2000,607,216.0,1.5
BINGO,Big Boss,Total-,1161,567.0,1.5
BINGO,Big Boss,MoMo0976,500,135.0,1.5
BINGO,Big Boss,TheWander02,661,432.0,1.5
SKYWARS,team,Total-,591,172.5,1.5
SKYWARS,team,YellowMandy,348,45.0,1.5
SKYWARS,team,Ryan_7777,243,127.5,1.5
SKYWARS,amesame,Total-,725,322.5,1.5
SKYWARS,amesame,snailberry,400,135.0,1.5
SKYWARS,amesame,ShutdownSoCool,325,187.5,1.5
SKYWARS,zynners,Total-,836,270.0,1.5
SKYWARS,zynners,j_scotty_,337,135.0,1.5
SKYWARS,zynners,Zombeescott,499,135.0,1.5
SKYWARS,DOOR,Total-,1054,1072.5,1.5
SKYWARS,DOOR,Samyntha,321,495.0,1.5
SKYWARS,DOOR,cardsandhuskers,733,577.5,1.5
SKYWARS,wah,Total-,340,525.0,1.5
SKYWARS,wah,_AzureX,183,232.5,1.5
SKYWARS,wah,Horntalo,157,142.5,1.5
SKYWARS,wah,purploo,157,150.0,1.5
SKYWARS,woofwoofbarkbark,Total-,1946,967.5,1.5
SKYWARS,woofwoofbarkbark,earthside,1187,502.5,1.5
SKYWARS,woofwoofbarkbark,R41NY__,759,465.0,1.5
SKYWARS,bleh,Total-,636,660.0,1.5
SKYWARS,bleh,Caffeinated_Lady,245,247.5,1.5
SKYWARS,bleh,Mr_Diamond_2000,391,412.5,1.5
SKYWARS,Big Boss,Total-,594,285.0,1.5
SKYWARS,Big Boss,MoMo0976,365,285.0,1.5
SKYWARS,Big Boss,TheWander02,229,0.0,1.5
BATTLEBOX,team,Total-,2847,1042.0,2.0
BATTLEBOX,team,YellowMandy,1577,514.0,2.0
BATTLEBOX,team,Ryan_7777,1270,528.0,2.0
BATTLEBOX,Big Boss,Total-,1893,732.0,2.0
BATTLEBOX,Big Boss,MoMo0976,894,394.0,2.0
BATTLEBOX,Big Boss,TheWander02,999,338.0,2.0
BATTLEBOX,wah,Total-,1526,660.0,2.0
BATTLEBOX,wah,Horntalo,457,192.0,2.0
BATTLEBOX,wah,_AzureX,728,248.0,2.0
BATTLEBOX,wah,purploo,341,220.0,2.0
BATTLEBOX,bleh,Total-,1380,204.0,2.0
BATTLEBOX,bleh,Caffeinated_Lady,643,74.0,2.0
BATTLEBOX,bleh,Mr_Diamond_2000,737,130.0,2.0
BATTLEBOX,amesame,Total-,1185,204.0,2.0
BATTLEBOX,amesame,snailberry,772,116.0,2.0
BATTLEBOX,amesame,ShutdownSoCool,413,88.0,2.0
BATTLEBOX,woofwoofbarkbark,Total-,4095,1070.0,2.0
BATTLEBOX,woofwoofbarkbark,earthside,2622,612.0,2.0
BATTLEBOX,woofwoofbarkbark,R41NY__,1473,458.0,2.0
BATTLEBOX,DOOR,Total-,2744,894.0,2.0
BATTLEBOX,DOOR,cardsandhuskers,1755,482.0,2.0
BATTLEBOX,DOOR,Samyntha,989,412.0,2.0
BATTLEBOX,zynners,Total-,1254,176.0,2.0
BATTLEBOX,zynners,j_scotty_,478,74.0,2.0
BATTLEBOX,zynners,Zombeescott,776,102.0,2.0
TNTRUN,team,Total-,3859,1012.0,2.0
TNTRUN,team,YellowMandy,2089,512.0,2.0
TNTRUN,team,Ryan_7777,1770,500.0,2.0
TNTRUN,Big Boss,Total-,2157,264.0,2.0
TNTRUN,Big Boss,MoMo0976,978,84.0,2.0
TNTRUN,Big Boss,TheWander02,1179,180.0,2.0
TNTRUN,wah,Total-,2174,648.0,2.0
TNTRUN,wah,Horntalo,541,84.0,2.0
TNTRUN,wah,_AzureX,956,228.0,2.0
TNTRUN,wah,purploo,677,336.0,2.0
TNTRUN,bleh,Total-,1704,324.0,2.0
TNTRUN,bleh,Caffeinated_Lady,727,84.0,2.0
TNTRUN,bleh,Mr_Diamond_2000,977,240.0,2.0
TNTRUN,amesame,Total-,2079,894.0,2.0
TNTRUN,amesame,snailberry,1096,324.0,2.0
TNTRUN,amesame,ShutdownSoCool,983,570.0,2.0
TNTRUN,woofwoofbarkbark,Total-,4845,750.0,2.0
TNTRUN,woofwoofbarkbark,earthside,3024,402.0,2.0
TNTRUN,woofwoofbarkbark,R41NY__,1821,348.0,2.0
TNTRUN,DOOR,Total-,3738,994.0,2.0
TNTRUN,DOOR,cardsandhuskers,2277,522.0,2.0
TNTRUN,DOOR,Samyntha,1461,472.0,2.0
TNTRUN,zynners,Total-,2140,886.0,2.0
TNTRUN,zynners,j_scotty_,742,264.0,2.0
TNTRUN,zynners,Zombeescott,1398,622.0,2.0
PARKOUR,team,Total-,5137,1278.75,2.5
PARKOUR,team,YellowMandy,2710,621.25,2.5
PARKOUR,team,Ryan_7777,2427,657.5,2.5
PARKOUR,Big Boss,Total-,2752,596.25,2.5
PARKOUR,Big Boss,MoMo0976,1310,332.5,2.5
PARKOUR,Big Boss,TheWander02,1442,263.75,2.5
PARKOUR,wah,Total-,3010,837.5,2.5
PARKOUR,wah,Horntalo,648,107.5,2.5
PARKOUR,wah,_AzureX,1479,523.75,2.5
PARKOUR,wah,purploo,883,206.25,2.5
PARKOUR,bleh,Total-,2643,940.0,2.5
PARKOUR,bleh,Caffeinated_Lady,955,228.75,2.5
PARKOUR,bleh,Mr_Diamond_2000,1688,711.25,2.5
PARKOUR,amesame,Total-,3500,1422.5,2.5
PARKOUR,amesame,snailberry,1719,623.75,2.5
PARKOUR,amesame,ShutdownSoCool,1781,798.75,2.5
PARKOUR,woofwoofbarkbark,Total-,6621,1777.5,2.5
PARKOUR,woofwoofbarkbark,earthside,4057,1033.75,2.5
PARKOUR,woofwoofbarkbark,R41NY__,2564,743.75,2.5
PARKOUR,DOOR,Total-,5476,1738.75,2.5
PARKOUR,DOOR,cardsandhuskers,3098,821.25,2.5
PARKOUR,DOOR,Samyntha,2378,917.5,2.5
PARKOUR,zynners,Total-,3167,1027.5,2.5
PARKOUR,zynners,j_scotty_,1184,442.5,2.5
PARKOUR,zynners,Zombeescott,1983,585.0,2.5
BUILDBATTLE,team,Total-,5687,550.0,2.5
BUILDBATTLE,team,YellowMandy,2985,275.0,2.5
BUILDBATTLE,team,Ryan_7777,2702,275.0,2.5
BUILDBATTLE,Big Boss,Total-,3288,537.5,2.5
BUILDBATTLE,Big Boss,MoMo0976,1578,268.75,2.5
BUILDBATTLE,Big Boss,TheWander02,1710,268.75,2.5
BUILDBATTLE,wah,Total-,3346,337.5,2.5
BUILDBATTLE,wah,Horntalo,760,112.5,2.5
BUILDBATTLE,wah,_AzureX,1591,112.5,2.5
BUILDBATTLE,wah,purploo,995,112.5,2.5
BUILDBATTLE,bleh,Total-,3067,425.0,2.5
BUILDBATTLE,bleh,Caffeinated_Lady,1167,212.5,2.5
BUILDBATTLE,bleh,Mr_Diamond_2000,1900,212.5,2.5
BUILDBATTLE,amesame,Total-,3924,425.0,2.5
BUILDBATTLE,amesame,snailberry,1931,212.5,2.5
BUILDBATTLE,amesame,ShutdownSoCool,1993,212.5,2.5
BUILDBATTLE,woofwoofbarkbark,Total-,7095,475.0,2.5
BUILDBATTLE,woofwoofbarkbark,earthside,4294,237.5,2.5
BUILDBATTLE,woofwoofbarkbark,R41NY__,2801,237.5,2.5
BUILDBATTLE,DOOR,Total-,6000,525.0,2.5
BUILDBATTLE,DOOR,cardsandhuskers,3360,262.5,2.5
BUILDBATTLE,DOOR,Samyntha,2640,262.5,2.5
BUILDBATTLE,zynners,Total-,3579,412.5,2.5
BUILDBATTLE,zynners,j_scotty_,1390,206.25,2.5
BUILDBATTLE,zynners,Zombeescott,2189,206.25,2.5
