Game,Team,Name,Points,Temp Points,Multiplier
BATTLEBOX,Mztt's Bane,snailberry,487,285.0,1.5
BATTLEBOX,Mztt's Bane,Zombeescott,523,315.0,1.5
BATTLEBOX,Surfin' Queens,Total-,2105,900.0,1.5
BATTLEBOX,Surfin' Queens,cardsandhuskers,838,270.0,1.5
BATTLEBOX,Surfin' Queens,j_scotty_,439,180.0,1.5
BATTLEBOX,Surfin' Queens,Samyntha,308,180.0,1.5
BATTLEBOX,Surfin' Queens,candleflint,520,270.0,1.5
BATTLEBOX,dream team + zophie,Total-,4666,1980.0,1.5
BATTLEBOX,dream team + zophie,R41NY__,1169,525.0,1.5
BATTLEBOX,dream team + zophie,steelyduck,1461,555.0,1.5
BATTLEBOX,dream team + zophie,nxva_ii,1369,555.0,1.5
BATTLEBOX,dream team + zophie,zophies,667,345.0,1.5
BATTLEBOX,SPAM,Total-,2353,600.0,1.5
BATTLEBOX,SPAM,_savannah,465,150.0,1.5
BATTLEBOX,SPAM,Pancake_Manz,499,90.0,1.5
BATTLEBOX,SPAM,1Smokey,856,210.0,1.5
BATTLEBOX,SPAM,Mu7u,533,150.0,1.5
BATTLEBOX,Suits & One,Total-,2037,1140.0,1.5
BATTLEBOX,Suits & One,Lord_Beaker,609,420.0,1.5
BATTLEBOX,Suits & One,Gink0_,408,180.0,1.5
BATTLEBOX,Suits & One,LegacyMrDen,760,360.0,1.5
BATTLEBOX,Suits & One,Stan_D_Man,260,180.0,1.5
BATTLEBOX,The Revenant Choir,Total-,2139,690.0,1.5
BATTLEBOX,The Revenant Choir,F3V3X,354,225.0,1.5
BATTLEBOX,The Revenant Choir,HIGHFLY100,676,195.0,1.5
BATTLEBOX,The Revenant Choir,LawTheElvenking,448,135.0,1.5
BATTLEBOX,The Revenant Choir,Kortogyo,661,135.0,1.5
BATTLEBOX,Brain Damage,Total-,1773,390.0,1.5
BATTLEBOX,Brain Damage,Mztt,778,195.0,1.5
BATTLEBOX,Brain Damage,TreeGameDev,507,75.0,1.5
BATTLEBOX,Brain Damage,TurboAlexZ,297,45.0,1.5
BATTLEBOX,Brain Damage,GrayMan2003,191,75.0,1.5
TNTRUN,Mztt's Bane,Total-,3355,1111.5,1.5
TNTRUN,Mztt's Bane,iheartburgers,872,360.0,1.5
TNTRUN,Mztt's Bane,GoodGuySam,1101,379.5,1.5
TNTRUN,Mztt's Bane,snailberry,607,120.0,1.5
TNTRUN,Mztt's Bane,Zombeescott,775,252.0,1.5
TNTRUN,Surfin' Queens,Total-,3252,1147.5,1.5
TNTRUN,Surfin' Queens,cardsandhuskers,1238,400.5,1.5
TNTRUN,Surfin' Queens,j_scotty_,571,132.0,1.5
TNTRUN,Surfin' Queens,Samyntha,719,411.0,1.5
TNTRUN,Surfin' Queens,candleflint,724,204.0,1.5
TNTRUN,dream team + zophie,Total-,5756,1090.5,1.5
TNTRUN,dream team + zophie,R41NY__,1470,301.0,1.5
TNTRUN,dream team + zophie,steelyduck,1860,399.0,1.5
TNTRUN,dream team + zophie,nxva_ii,1717,348.0,1.5
TNTRUN,dream team + zophie,zophies,709,42.0,1.5
TNTRUN,SPAM,Total-,3340,987.0,1.5
TNTRUN,SPAM,_savannah,693,228.0,1.5
TNTRUN,SPAM,Pancake_Manz,736,237.0,1.5
TNTRUN,SPAM,1Smokey,1108,252.0,1.5
TNTRUN,SPAM,Mu7u,803,270.0,1.5
TNTRUN,Suits & One,Total-,2781,744.0,1.5
TNTRUN,Suits & One,Lord_Beaker,873,264.0,1.5
TNTRUN,Suits & One,Gink0_,474,66.0,1.5
TNTRUN,Suits & One,LegacyMrDen,1048,288.0,1.5
TNTRUN,Suits & One,Stan_D_Man,386,126.0,1.5
TNTRUN,The Revenant Choir,Total-,2877,738.0,1.5
TNTRUN,The Revenant Choir,F3V3X,396,42.0,1.5
TNTRUN,The Revenant Choir,HIGHFLY100,976,300.0,1.5
TNTRUN,The Revenant Choir,LawTheElvenking,574,126.0,1.5
TNTRUN,The Revenant Choir,Kortogyo,931,270.0,1.5
TNTRUN,Brain Damage,Total-,2929,1156.5,1.5
TNTRUN,Brain Damage,Mztt,1370,592.5,1.5
TNTRUN,Brain Damage,TreeGameDev,759,252.0,1.5
TNTRUN,Brain Damage,TurboAlexZ,555,258.0,1.5
TNTRUN,Brain Damage,GrayMan2003,245,54.0,1.5
BINGO,Mztt's Bane,Total-,6435,3080.0,2.0
BINGO,Mztt's Bane,iheartburgers,2032,1160.0,2.0
BINGO,Mztt's Bane,GoodGuySam,2141,1040.0,2.0
BINGO,Mztt's Bane,snailberry,1047,440.0,2.0
BINGO,Mztt's Bane,Zombeescott,1215,440.0,2.0
BINGO,Surfin' Queens,Total-,6092,2840.0,2.0
BINGO,Surfin' Queens,cardsandhuskers,2398,1160.0,2.0
BINGO,Surfin' Queens,j_scotty_,1091,520.0,2.0
BINGO,Surfin' Queens,Samyntha,719,0.0,2.0
BINGO,Surfin' Queens,candleflint,1884,1160.0,2.0
BINGO,dream team + zophie,Total-,7756,2000.0,2.0
BINGO,dream team + zophie,R41NY__,1630,160.0,2.0
BINGO,dream team + zophie,steelyduck,3540,1680.0,2.0
BINGO,dream team + zophie,nxva_ii,1877,160.0,2.0
BINGO,dream team + zophie,zophies,709,0.0,2.0
BINGO,SPAM,Total-,5700,2360.0,2.0
BINGO,SPAM,_savannah,1613,920.0,2.0
BINGO,SPAM,Pancake_Manz,736,0.0,2.0
BINGO,SPAM,1Smokey,1908,800.0,2.0
BINGO,SPAM,Mu7u,1443,640.0,2.0
BINGO,Suits & One,Total-,3421,640.0,2.0
BINGO,Suits & One,Lord_Beaker,1033,160.0,2.0
BINGO,Suits & One,Gink0_,474,0.0,2.0
BINGO,Suits & One,LegacyMrDen,1248,200.0,2.0
BINGO,Suits & One,Stan_D_Man,666,280.0,2.0
BINGO,The Revenant Choir,Total-,5797,2920.0,2.0
BINGO,The Revenant Choir,F3V3X,676,280.0,2.0
BINGO,The Revenant Choir,HIGHFLY100,2616,1640.0,2.0
BINGO,The Revenant Choir,LawTheElvenking,734,160.0,2.0
BINGO,The Revenant Choir,Kortogyo,1771,840.0,2.0
BINGO,Brain Damage,Total-,4489,1560.0,2.0
BINGO,Brain Damage,Mztt,1770,400.0,2.0
BINGO,Brain Damage,TreeGameDev,1599,840.0,2.0
BINGO,Brain Damage,TurboAlexZ,875,320.0,2.0
BINGO,Brain Damage,GrayMan2003,245,0.0,2.0
DROPPER,Mztt's Bane,Total-,9433,2998.0,2.0
DROPPER,Mztt's Bane,iheartburgers,2740,708.0,2.0
DROPPER,Mztt's Bane,GoodGuySam,2861,720.0,2.0
DROPPER,Mztt's Bane,snailberry,1851,804.0,2.0
DROPPER,Mztt's Bane,Zombeescott,1981,766.0,2.0
DROPPER,Surfin' Queens,Total-,8670,2578.0,2.0
DROPPER,Surfin' Queens,cardsandhuskers,3194,796.0,2.0
DROPPER,Surfin' Queens,j_scotty_,1407,316.0,2.0
DROPPER,Surfin' Queens,Samyntha,1467,748.0,2.0
DROPPER,Surfin' Queens,candleflint,2602,718.0,2.0
DROPPER,dream team + zophie,Total-,9958,2202.0,2.0
DROPPER,dream team + zophie,R41NY__,1888,258.0,2.0
DROPPER,dream team + zophie,steelyduck,4402,862.0,2.0
DROPPER,dream team + zophie,nxva_ii,2685,808.0,2.0
DROPPER,dream team + zophie,zophies,983,274.0,2.0
DROPPER,SPAM,Total-,7690,1990.0,2.0
DROPPER,SPAM,_savannah,2097,484.0,2.0
DROPPER,SPAM,Pancake_Manz,1240,504.0,2.0
DROPPER,SPAM,1Smokey,2490,582.0,2.0
DROPPER,SPAM,Mu7u,1863,420.0,2.0
DROPPER,Suits & One,Total-,5615,2194.0,2.0
DROPPER,Suits & One,Lord_Beaker,1819,786.0,2.0
DROPPER,Suits & One,Gink0_,1088,614.0,2.0
DROPPER,Suits & One,LegacyMrDen,1760,512.0,2.0
DROPPER,Suits & One,Stan_D_Man,948,282.0,2.0
DROPPER,The Revenant Choir,Total-,8131,2334.0,2.0
DROPPER,The Revenant Choir,F3V3X,1498,822.0,2.0
DROPPER,The Revenant Choir,HIGHFLY100,3338,722.0,2.0
DROPPER,The Revenant Choir,LawTheElvenking,952,218.0,2.0
DROPPER,The Revenant Choir,Kortogyo,2343,572.0,2.0
DROPPER,Brain Damage,Total-,6467,1978.0,2.0
DROPPER,Brain Damage,Mztt,2584,814.0,2.0
DROPPER,Brain Damage,TreeGameDev,2021,422.0,2.0
DROPPER,Brain Damage,TurboAlexZ,1513,638.0,2.0
DROPPER,Brain Damage,GrayMan2003,349,104.0,2.0
TGTTOS,Mztt's Bane,Total-,12293,2860.0,2.5
TGTTOS,Mztt's Bane,iheartburgers,3535,795.0,2.5
TGTTOS,Mztt's Bane,GoodGuySam,3631,770.0,2.5
TGTTOS,Mztt's Bane,snailberry,2416,565.0,2.5
TGTTOS,Mztt's Bane,Zombeescott,2711,730.0,2.5
TGTTOS,Surfin' Queens,Total-,11320,2650.0,2.5
TGTTOS,Surfin' Queens,cardsandhuskers,4014,820.0,2.5
TGTTOS,Surfin' Queens,j_scotty_,2027,620.0,2.5
TGTTOS,Surfin' Queens,Samyntha,1982,515.0,2.5
TGTTOS,Surfin' Queens,candleflint,3297,695.0,2.5
TGTTOS,dream team + zophie,Total-,12458,2500.0,2.5
TGTTOS,dream team + zophie,R41NY__,2668,780.0,2.5
TGTTOS,dream team + zophie,steelyduck,5197,795.0,2.5
TGTTOS,dream team + zophie,nxva_ii,3565,880.0,2.5
TGTTOS,dream team + zophie,zophies,1028,45.0,2.5
TGTTOS,SPAM,Total-,9940,2250.0,2.5
TGTTOS,SPAM,_savannah,2827,730.0,2.5
TGTTOS,SPAM,Pancake_Manz,1705,465.0,2.5
TGTTOS,SPAM,1Smokey,3005,515.0,2.5
TGTTOS,SPAM,Mu7u,2403,540.0,2.5
TGTTOS,Suits & One,Total-,7180,1565.0,2.5
TGTTOS,Suits & One,Lord_Beaker,2234,415.0,2.5
TGTTOS,Suits & One,Gink0_,1423,335.0,2.5
TGTTOS,Suits & One,LegacyMrDen,2455,695.0,2.5
TGTTOS,Suits & One,Stan_D_Man,1068,120.0,2.5
TGTTOS,The Revenant Choir,Total-,10206,2075.0,2.5
TGTTOS,The Revenant Choir,F3V3X,2048,550.0,2.5
TGTTOS,The Revenant Choir,HIGHFLY100,4023,685.0,2.5
TGTTOS,The Revenant Choir,LawTheElvenking,1277,325.0,2.5
TGTTOS,The Revenant Choir,Kortogyo,2858,515.0,2.5
TGTTOS,Brain Damage,Total-,8642,2175.0,2.5
TGTTOS,Brain Damage,Mztt,3579,995.0,2.5
TGTTOS,Brain Damage,TreeGameDev,2606,585.0,2.5
TGTTOS,Brain Damage,TurboAlexZ,2053,540.0,2.5
TGTTOS,Brain Damage,GrayMan2003,404,55.0,2.5
PARKOUR,dream team + zophie,Total-,16492,4035.0,2.5
PARKOUR,dream team + zophie,R41NY__,3515,847.5,2.5
PARKOUR,dream team + zophie,nxva_ii,5240,1675.0,2.5
PARKOUR,dream team + zophie,steelyduck,6494,1297.5,2.5
PARKOUR,dream team + zophie,zophies,1243,215.0,2.5
PARKOUR,The Revenant Choir,Total-,12575,2370.0,2.5
PARKOUR,The Revenant Choir,LawTheElvenking,1304,27.5,2.5
PARKOUR,The Revenant Choir,HIGHFLY100,5013,990.0,2.5
PARKOUR,The Revenant Choir,F3V3X,3055,1007.5,2.5
PARKOUR,The Revenant Choir,Kortogyo,3203,345.0,2.5
PARKOUR,Surfin' Queens,Total-,14941,3622.5,2.5
PARKOUR,Surfin' Queens,cardsandhuskers,5524,1510.0,2.5
PARKOUR,Surfin' Queens,Samyntha,3074,1092.5,2.5
PARKOUR,Surfin' Queens,j_scotty_,2529,502.5,2.5
PARKOUR,Surfin' Queens,candleflint,3814,517.5,2.5
PARKOUR,Brain Damage,Total-,11311,2670.0,2.5
PARKOUR,Brain Damage,Mztt,5326,1747.5,2.5
PARKOUR,Brain Damage,TurboAlexZ,2413,360.0,2.5
PARKOUR,Brain Damage,GrayMan2003,479,75.0,2.5
PARKOUR,Brain Damage,TreeGameDev,3093,487.5,2.5
PARKOUR,Suits & One,Total-,9904,2725.0,2.5
PARKOUR,Suits & One,Stan_D_Man,1278,210.0,2.5
PARKOUR,Suits & One,LegacyMrDen,3190,735.0,2.5
PARKOUR,Suits & One,Lord_Beaker,3576,1342.5,2.5
PARKOUR,Suits & One,Gink0_,1860,437.5,2.5
PARKOUR,Mztt's Bane,Total-,15624,3332.5,2.5
PARKOUR,Mztt's Bane,iheartburgers,4405,870.0,2.5
PARKOUR,Mztt's Bane,Zombeescott,3458,747.5,2.5
PARKOUR,Mztt's Bane,GoodGuySam,4473,842.5,2.5
PARKOUR,Mztt's Bane,snailberry,3288,872.5,2.5
PARKOUR,SPAM,Total-,12911,2972.5,2.5
PARKOUR,SPAM,_savannah,3264,437.5,2.5
PARKOUR,SPAM,Mu7u,3138,735.0,2.5
PARKOUR,SPAM,1Smokey,3647,642.5,2.5
PARKOUR,SPAM,Pancake_Manz,2862,1157.5,2.5
